No;Branch_Code;Original_Name;Name;Generation;Height;Weight;Type1;Type2;Ability1;Ability2;Ability_Hidden;Color;Gender_Male;Gender_Female;Gender_Unknown;Egg_Steps;Egg_Group1;Egg_Group2;Get_Rate;Base_Experience;Experience_Type;Category;Mechanic;Region_Form;HP;Attack;Defense;SP_Attack;SP_Defense;Speed;Total;E_HP;E_Attack;E_Defense;E_SP_Attack;E_SP_Defense;E_Speed;Set;Card_Number;Have
867;867_0;Runerigus;Runerigus;8;1.6;66.6;Ground;Ghost;Wandering Spirit;;;Gray;50;50;0;25;Mineral;Amorphous;90;169;1000000;Ordinary;;;58;95;145;50;105;30;483;0;0;2;0;0;0;SWSH Chilling Reign;83;x
868;868_0;Milcery;Milcery;8;0.2;0.3;Fairy;;Sweet Veil;;Aroma Veil;White;0;100;0;20;Fairy;Amorphous;200;54;1000000;Ordinary;;;45;40;40;50;61;34;270;0;0;0;0;1;0;SWSH Rebel Clash;86;x
869;869_0;Alcremie;Alcremie;8;0.3;0.5;Fairy;;Sweet Veil;;Aroma Veil;White;0;100;0;20;Fairy;Amorphous;100;173;1000000;Ordinary;;;65;60;75;110;121;64;495;0;0;0;0;2;0;SWSH Rebel Clash;87;x
869;869_1;Alcremie;Gigamax Alcremie;8;;;;;;;;;;;;;;;;;;;Gigamax;;;;;;;;;;;;;;;Champion's Path;23;x
870;870_0;Falinks;Falinks;8;3;62;Fighting;;Battle Armor;;Defiant;Yellow;0;0;100;25;Fairy;Mineral;45;165;1000000;Ordinary;;;65;100;100;70;60;75;470;0;2;0;0;1;0;SWSH Rebel Clash;109;x
870;870_1;Falinks;Mega Falinks;8;3;218.3;Fighting;;;;;;0;100;0;;;;;;;;Mega;;65;135;135;70;65;100;;;;;;;;;;
871;871_0;Pincurchin;Pincurchin;8;0.3;1;Electric;;Lightning Rod;;Electric Surge;Purple;50;50;0;20;Water1;Amorphous;75;152;1000000;Ordinary;;;48;101;95;91;85;15;435;0;2;0;0;0;0;Sword & Shield;77;x
872;872_0;Snom;Snom;8;0.3;3.8;Ice;Bug;Shield Dust;;Ice Scales;White;50;50;0;20;Bug;;190;37;1000000;Ordinary;;;30;25;35;45;30;20;185;0;0;0;1;0;0;Sword & Shield;63;x
873;873_0;Frosmoth;Frosmoth;8;1.3;42;Ice;Bug;Shield Dust;;Ice Scales;White;50;50;0;20;Bug;;75;166;1000000;Ordinary;;;70;65;60;125;90;65;475;0;0;0;2;0;0;Sword & Shield;64;x
874;874_0;Stonjourner;Stonjourner;8;2.5;520;Rock;;Power Spot;;;Gray;50;50;0;25;Mineral;;60;165;1250000;Ordinary;;;100;125;135;20;20;70;470;0;0;2;0;0;0;SWSH Rebel Clash;111;x
875;875_0;Eiscue;Eiscue Ice Face;8;1.4;89;Ice;;Ice Face;;;Blue;50;50;0;25;Water1;Ground;60;165;1250000;Ordinary;;;75;80;110;65;90;50;470;0;0;2;0;0;0;SWSH Rebel Clash;54;x
875;875_1;Eiscue;Eiscue Noice Face;8;1.4;89;Ice;;Ice Face;;;Blue;50;50;0;25;Water1;Ground;60;165;1250000;Ordinary;;;75;80;70;65;50;130;470;0;0;2;0;0;0;SWSH Brilliant Stars;44;
876;876_0;Indeedee;Indeedee Male;8;0.9;28;Psychic;Normal;Inner Focus;Synchronize;Psychic Surge;Purple;100;0;0;40;Fairy;;30;166;800000;Ordinary;;;60;65;55;105;95;95;475;0;0;0;2;0;0;Shining Fates;56;x
876;876_1;Indeedee;Indeedee Female;8;0.9;28;Psychic;Normal;Own Tempo;Synchronize;Psychic Surge;Purple;0;100;0;40;Fairy;;30;166;800000;Ordinary;;;70;55;65;95;105;85;475;0;0;0;0;2;0;SWSH Rebel Clash;88;x
877;877_0;Morpeko;Morpeko Full Berry Mode;8;0.3;3;Electric;Dark;Hunger Switch;;;Yellow;50;50;0;10;Ground;Fairy;180;153;1000000;Ordinary;;;58;95;58;70;58;97;436;0;0;0;0;0;2;Sword & Shield;78;
877;877_1;Morpeko;Morpeko Hangry Mode;8;0.3;3;Electric;Dark;Hunger Switch;;;Purple;50;50;0;10;Ground;Fairy;180;153;1000000;Ordinary;;;58;95;58;70;58;97;436;0;0;0;0;0;2;SWSH Battle Styles;98;x
878;878_0;Cufant;Cufant;8;1.2;100;Steel;;Sheer Force;;Heavy Metal;Yellow;50;50;0;25;Ground;Mineral;190;66;1000000;Ordinary;;;72;80;49;40;49;40;330;0;1;0;0;0;0;Sword & Shield;136;x
879;879_0;Copperajah;Copperajah;8;3;650;Steel;;Sheer Force;;Heavy Metal;Green;50;50;0;25;Ground;Mineral;90;175;1000000;Ordinary;;;122;130;69;80;69;30;500;0;2;0;0;0;0;Sword & Shield;137;x
879;879_1;Copperajah;Gigamax Copperajah;8;;;;;;;;;;;;;;;;;;;Gigamax;;;;;;;;;;;;;;;SWSH Rebel Clash;137;x
880;880_0;Dracozolt;Dracozolt;8;1.8;190;Electric;Dragon;Volt Absorb;Hustle;Sand Rush;Green;0;0;100;35;Undiscovered;;45;177;1250000;Ordinary;;;90;100;90;80;70;75;505;0;2;0;0;0;0;SWSH Darkness Ablaze;65;x
881;881_0;Arctozolt;Arctozolt;8;2.3;150;Electric;Ice;Volt Absorb;Static;Slush Rush;Blue;0;0;100;35;Undiscovered;;45;177;1250000;Ordinary;;;90;100;90;90;80;55;505;0;2;0;0;0;0;SWSH Darkness Ablaze;66;x
882;882_0;Dracovish;Dracovish;8;2.3;215;Water;Dragon;Water Absorb;Strong Jaw;Sand Rush;Green;0;0;100;35;Undiscovered;;45;177;1250000;Ordinary;;;90;90;100;70;80;75;505;0;0;2;0;0;0;SWSH Darkness Ablaze;53;x
883;883_0;Arctovish;Arctovish;8;2;175;Water;Ice;Water Absorb;Ice Body;Slush Rush;Blue;0;0;100;35;Undiscovered;;45;177;1250000;Ordinary;;;90;90;100;80;90;55;505;0;0;2;0;0;0;SWSH Darkness Ablaze;54;x
884;884_0;Duraludon;Duraludon;8;1.8;40;Steel;Dragon;Light Metal;Heavy Metal;Stalwart;White;50;50;0;30;Mineral;Dragon;45;187;1000000;Ordinary;;;70;95;115;120;50;85;535;0;0;0;2;0;0;SWSH Vivid Voltage;129;x
884;884_1;Duraludon;Gigamax Duraludon;8;;;;;;;;;;;;;;;;;;;Gigamax;;;;;;;;;;;;;;;SWSH Evolving Skies;123;x
885;885_0;Dreepy;Dreepy;8;0.5;2;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;Green;50;50;0;40;Amorphous;Dragon;45;54;1250000;Ordinary;;;28;60;30;40;30;82;270;0;0;0;0;0;1;SWSH Rebel Clash;89;x
886;886_0;Drakloak;Drakloak;8;1.4;11;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;Green;50;50;0;40;Amorphous;Dragon;45;144;1250000;Ordinary;;;68;80;50;60;50;102;410;0;0;0;0;0;2;SWSH Rebel Clash;90;x
887;887_0;Dragapult;Dragapult;8;3;50;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;Green;50;50;0;40;Amorphous;Dragon;45;300;1250000;Ordinary;;;88;120;75;100;75;142;600;0;0;0;0;0;3;SWSH Rebel Clash;91;x
888;888_0;Zacian;Zacian Hero of Many Battles;8;2.8;110;Fairy;;Intrepid Sword;;;Blue;0;0;100;120;Undiscovered;;10;330;1250000;Legendary;;;92;120;115;80;115;138;660;0;0;0;0;0;3;;;
888;888_1;Zacian;Zacian Crowned Sword;8;2.8;355;Fairy;Steel;Intrepid Sword;;;Blue;0;0;100;120;Undiscovered;;10;350;1250000;Legendary;;;92;150;115;80;115;148;700;0;0;0;0;0;3;SWSH Rebel Clash;139;x
889;889_0;Zamazenta;Zamazenta Hero of Many Battles;8;2.9;210;Fighting;;Dauntless Shield;;;Red;0;0;100;120;Undiscovered;;10;330;1250000;Legendary;;;92;120;115;80;115;138;660;0;0;0;0;0;3;;;
889;889_1;Zamazenta;Zamazenta Crowned Shield;8;2.9;785;Fighting;Steel;Dauntless Shield;;;Red;0;0;100;120;Undiscovered;;10;350;1250000;Legendary;;;92;120;140;80;140;128;700;0;0;0;0;0;3;SWSH Rebel Clash;140;x
890;890_0;Eternatus;Eternatus;8;20;950;Poison;Dragon;Pressure;;;Purple;0;0;100;120;Undiscovered;;255;345;1250000;Legendary;;;140;85;95;145;95;130;690;3;0;0;0;0;0;SV Surging Sparks;141;x
890;890_1;Eternatus;Eternamax Eternatus;8;100;0;Poison;Dragon;Pressure;;;Purple;0;0;100;120;Undiscovered;;255;563;1250000;Legendary;Eternamax;;255;115;250;125;250;130;1125;3;0;0;0;0;0;SWSH Black Star Promos;SWSH045;x
891;891_0;Kubfu;Kubfu;8;0.6;12;Fighting;;Inner Focus;;No Guard;Gray;87.5;12.5;0;120;Undiscovered;;3;77;1250000;Semi-Legendary;;;60;90;60;53;50;72;385;0;1;0;0;0;0;SWSH Chilling Reign;93;x
892;892_0;Urshifu;Urshifu Single Strike Style;8;1.9;105;Fighting;Dark;Unseen Fist;;;Gray;87.5;12.5;0;120;Undiscovered;;3;275;1250000;Semi-Legendary;;;100;130;100;63;60;97;550;0;3;0;0;0;0;SWSH Chilling Reign;108;x
892;892_1;Urshifu;Urshifu Rapid Strike Style;8;1.9;105;Fighting;Water;Unseen Fist;;;Gray;87.5;12.5;0;120;Undiscovered;;3;275;1250000;Semi-Legendary;;;100;130;100;63;60;97;550;0;3;0;0;0;0;SWSH Chilling Reign;44;x
892;892_1;Urshifu;Gigamax Urshifu Single Strike Style;8;;;;;;;;;;;;;;;;;;;Gigamax;;;;;;;;;;;;;;;SWSH Battle Styles;86;x
892;892_3;Urshifu;Gigamax Urshifu Rapid Strike Style;8;;;;;;;;;;;;;;;;;;;Gigamax;;;;;;;;;;;;;;;SWSH Battle Styles;88;x
893;893_0;Zarude;Zarude;8;1.8;70;Dark;Grass;Leaf Guard;;;Green;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;105;120;105;70;95;105;600;0;3;0;0;0;0;SWSH Chilling Reign;19;x
894;894_0;Regieleki;Regieleki;8;1.2;145;Electric;;Transistor;;;Yellow;0;0;100;120;Undiscovered;;3;290;1250000;Semi-Legendary;;;80;100;50;100;50;200;580;0;0;0;0;0;3;SWSH Evolving Skies;60;x
895;895_0;Regidrago;Regidrago;8;2.1;200;Dragon;;Dragon's Maw;;;Green;0;0;100;120;Undiscovered;;3;290;1250000;Semi-Legendary;;;200;100;50;100;50;80;580;3;0;0;0;0;0;SWSH Evolving Skies;124;x
896;896_0;Glastrier;Glastrier;8;2.2;800;Ice;;Chilling Neigh;;;White;0;0;100;120;Undiscovered;;3;290;1250000;Semi-Legendary;;;100;145;130;65;110;30;580;0;3;0;0;0;0;SWSH Lost Origin;51;x
897;897_0;Spectrier;Spectrier;8;2;44.5;Ghost;;Grim Neigh;;;Black;0;0;100;120;Undiscovered;;3;290;1250000;Semi-Legendary;;;100;65;60;145;80;130;580;0;0;0;3;0;0;SWSH Lost Origin;81;x
898;898_0;Calyrex;Calyrex;8;1.1;7.7;Psychic;Grass;Unnerve;;;Green;0;0;100;120;Undiscovered;;3;250;1250000;Legendary;;;100;80;80;80;80;80;500;3;0;0;0;0;0;Crown Zenith;17;
898;898_1;Calyrex;Calyrex Ice Rider;8;2.4;809.1;Psychic;Ice;As One;;;White;0;0;100;120;Undiscovered;;3;340;1250000;Legendary;;;100;165;150;85;130;50;680;0;3;0;0;0;0;;;
898;898_2;Calyrex;Calyrex Shadow Rider;8;2.4;53.6;Psychic;Ghost;As One;;;Black;0;0;100;120;Undiscovered;;3;340;1250000;Legendary;;;100;85;80;165;100;150;680;0;0;0;3;0;0;;;
899;899_0;Wyrdeer;Wyrdeer;8;1.8;95.1;Normal;Psychic;Intimidate;Frisk;Sap Sipper;White;50;50;0;20;Ground;;45;263;1250000;Ordinary;;;103;105;72;105;75;65;525;0;1;0;1;0;0;SWSH Astral Radiance;69;x
900;900_0;Kleavor;Kleavor;8;1.8;89;Bug;Rock;Swarm;Sheer Force;Sharpness;Brown;50;50;0;20;Bug;;15;175;1000000;Ordinary;;;70;130;95;45;75;85;500;0;3;0;0;0;0;SWSH Astral Radiance;85;
901;901_0;Ursaluna;Ursaluna;8;2.4;290;Ground;Normal;Guts;Bulletproof;Unnerve;Brown;50;50;0;20;Ground;;20;275;1000000;Ordinary;;;130;140;105;45;80;50;550;0;3;0;0;0;0;SWSH Astral Radiance;124;x
902;902_0;Basculegion;Basculegion Male;8;3;110;Water;Ghost;Swift Swim;Adaptability;Mold Breaker;Green;100;0;0;20;Water2;;45;265;1000000;Ordinary;;;120;112;65;80;75;78;530;3;0;0;0;0;0;SWSH Astral Radiance;44;x
902;902_1;Basculegion;Basculegion Felame;8;3;110;Water;Ghost;Swift Swim;Adaptability;Mold Breaker;Green;0;100;0;20;Water2;;45;265;1000000;Ordinary;;;120;92;65;100;75;78;530;3;0;0;0;0;0;;;
903;903_0;Sneasler;Sneasler;8;1.3;43;Fighting;Poison;Pressure;Unburden;Poison Touch;Purple;50;50;0;20;Ground;;20;102;1059860;Ordinary;;;80;130;60;40;80;120;510;0;2;0;0;0;0;SWSH Astral Radiance;93;x
904;904_0;Overqwil;Overqwil;8;2.5;60.5;Dark;Poison;Poison Point;Swift Swim;Intimidate;Gray;50;50;0;20;Water2;;45;179;1000000;Ordinary;;;85;115;95;65;65;85;510;0;2;0;0;0;0;SWSH Astral Radiance;90;x
905;905_0;Enamorus;Enamorus Incarnate Style;8;1.6;48;Fairy;Flying;Cute Charm;;Contrary;Pink;0;100;0;20;Undiscovered;;3;116;1250000;Semi-Legendary;;;74;115;70;135;80;106;580;0;0;0;3;0;0;Crown Zenith;67;x
905;905_1;Enamorus;Enamorus Therian Style;8;1.6;48;Fairy;Flying;Overcoat;;;Pink;0;100;0;20;Undiscovered;;3;116;1250000;Semi-Legendary;;;74;115;110;135;100;46;580;0;0;0;3;0;0;;;
906;906_0;Sprigatito;Sprigatito;9;0.4;4.1;Grass;;Overgrow;;Protean;Green;87.5;12.5;0;20;Ground;Grass;45;62;1059860;Ordinary;;;40;61;54;45;45;65;310;0;0;0;0;0;1;Scarlet & Violet;13;x
907;907_0;Floragato;Floragato;9;0.9;12.2;Grass;;Overgrow;;Protean;Green;87.5;12.5;0;20;Ground;Grass;45;144;1059860;Ordinary;;;61;80;63;60;63;83;410;0;0;0;0;0;2;Scarlet & Violet;14;x
908;908_0;Meowscarada;Meowscarada;9;1.5;31.2;Grass;Dark;Overgrow;;Protean;Green;87.5;12.5;0;20;Ground;Grass;45;265;1059860;Ordinary;;;76;110;70;81;70;123;530;0;0;0;0;0;3;Scarlet & Violet;15;x
909;909_0;Fuecoco;Fuecoco;9;0.4;9.8;Fire;;Blaze;;Unaware;Red;87.5;12.5;0;20;Ground;;45;62;1059860;Ordinary;;;67;45;59;63;40;36;310;1;0;0;0;0;0;Scarlet & Violet;36;x
910;910_0;Crocalor;Crocalor;9;1;30.7;Fire;;Blaze;;Unaware;Red;87.5;12.5;0;20;Ground;;45;144;1059860;Ordinary;;;81;55;78;90;58;49;411;0;0;0;2;0;0;Scarlet & Violet;37;x
911;911_0;Skeledirge;Skeledirge;9;1.6;326.5;Fire;Ghost;Blaze;;Unaware;Red;87.5;12.5;0;20;Ground;;45;265;1059860;Ordinary;;;104;75;100;110;75;66;530;0;0;0;3;0;0;Scarlet & Violet;38;x
912;912_0;Quaxly;Quaxly;9;0.5;6.1;Water;;Torrent;;Moxie;Blue;87.5;12.5;0;20;Flying;Water1;45;62;1059860;Ordinary;;;55;65;45;50;45;50;310;0;1;0;0;0;0;Scarlet & Violet;52;x
913;913_0;Quaxwell;Quaxwell;9;1.2;21.5;Water;;Torrent;;Moxie;Blue;87.5;12.5;0;20;Flying;Water1;45;144;1059860;Ordinary;;;70;85;65;65;60;65;410;0;2;0;0;0;0;Scarlet & Violet;53;x
914;914_0;Quaquaval;Quaquaval;9;1.8;61.9;Water;Fighting;Torrent;;Moxie;Blue;87.5;12.5;0;20;Flying;Water1;45;265;1059860;Ordinary;;;85;120;80;85;75;85;530;0;3;0;0;0;0;Scarlet & Violet;54;x
915;915_0;Lechonk;Lechonk;9;0.5;10.2;Normal;;Aroma Veil;Gluttony;Thick Fat;Gray;50;50;0;15;Ground;;255;51;1000000;Ordinary;;;54;45;40;35;45;35;254;1;0;0;0;0;0;Scarlet & Violet;154;x
916;916_0;Oinkologne;Oinkologne;9;1;120;Normal;;Lingering Aroma;Gluttony;Thick Fat;Gray;100;0;0;15;Ground;;100;171;1000000;Ordinary;;;110;100;75;59;80;65;489;2;0;0;0;0;0;Scarlet & Violet;157;x
916;916_1;Oinkologne;Oinkologne Female;9;1;120;Normal;;Aroma Veil;Gluttony;Thick Fat;Brown;0;100;0;15;Ground;;100;171;1000000;Ordinary;;;115;90;70;59;90;65;489;2;0;0;0;0;0;SV Obsidian Flames;184;x
917;917_0;Tarountula;Tarountula;9;0.3;4;Bug;;Insomnia;;Stakeout;White;50;50;0;15;Bug;;255;42;600000;Ordinary;;;35;41;45;29;40;20;210;0;0;1;0;0;0;SV Paldea Evolved;17;x
918;918_0;Spidops;Spidops;9;1;16.5;Bug;;Insomnia;;Stakeout;Green;50;50;0;15;Bug;;120;141;600000;Ordinary;;;60;79;92;52;86;35;404;0;0;2;0;0;0;SV Paldea Evolved;18;x
919;919_0;Nymble;Nymble;9;0.2;1;Bug;;Swarm;;Tinted Lens;Gray;50;50;0;20;Bug;;190;42;1000000;Ordinary;;;33;46;40;21;25;45;210;0;1;0;0;0;0;SV Paldea Evolved;20;x
920;920_0;Lokix;Lokix;9;1;17.5;Bug;Dark;Swarm;;Tinted Lens;Gray;50;50;0;20;Bug;;30;158;1000000;Ordinary;;;71;102;78;52;55;92;450;0;2;0;0;0;0;SV Paldea Evolved;21;x
921;921_0;Pawmi;Pawmi;9;0.3;2.5;Electric;;Static;Natural Cure;Iron Fist;Yellow;50;50;0;15;Ground;;190;48;1000000;Ordinary;;;45;50;20;40;25;60;240;0;0;0;0;0;1;Scarlet & Violet;74;x
922;922_0;Pawmo;Pawmo;9;0.4;6.5;Electric;Fighting;Volt Absorb;Natural Cure;Iron Fist;Yellow;50;50;0;15;Ground;;80;123;1000000;Ordinary;;;60;75;40;50;40;85;350;0;0;0;0;0;2;Scarlet & Violet;75;x
923;923_0;Pawmot;Pawmot;9;0.9;41;Electric;Fighting;Volt Absorb;Natural Cure;Iron Fist;Yellow;50;50;0;15;Ground;;45;245;1000000;Ordinary;;;70;115;70;70;60;105;490;0;3;0;0;0;0;Scarlet & Violet;76;x
924;924_0;Tandemaus;Tandemaus;9;0.3;1.8;Normal;;Run Away;Pickup;Own Tempo;White;0;0;100;10;Ground;Fairy;150;61;800000;Ordinary;;;50;50;45;40;45;75;305;0;0;0;0;0;1;Scarlet & Violet;160;x
925;925_0;Maushold;Maushold Family of Three;9;0.3;2.3;Normal;;Friend Guard;Cheek Pouch;Technician;White;0;0;100;10;Ground;Fairy;75;165;800000;Ordinary;;;74;75;70;65;75;111;470;0;0;0;0;0;2;SV Paldea Evolved;168;x
925;925_1;Maushold;Maushold Family of Four;9;0.3;2.8;Normal;;Friend Guard;Cheek Pouch;Technician;White;0;0;100;10;Ground;Fairy;75;165;800000;Ordinary;;;74;75;70;65;75;111;470;0;0;0;0;0;2;Scarlet & Violet;161;x
926;926_0;Fidough;Fidough;9;0.3;10.9;Fairy;;Own Tempo;;Klutz;Yellow;50;50;0;20;Ground;Mineral;190;62;1059860;Ordinary;;;37;55;70;30;55;65;312;0;0;0;0;0;1;Scarlet & Violet;98;x
927;927_0;Dachsbun;Dachsbun;9;0.5;14.9;Fairy;;Well-Baked Body;;Aroma Veil;Brown;50;50;0;20;Ground;Mineral;90;167;1059860;Ordinary;;;57;80;115;50;80;95;477;0;0;0;0;0;2;Scarlet & Violet;99;x
928;928_0;Smoliv;Smoliv;9;0.3;6.5;Grass;Normal;Early Bird;;Harvest;Green;50;50;0;20;Grass;;255;52;1059860;Ordinary;;;41;35;45;58;51;30;260;0;0;0;1;0;0;Scarlet & Violet;21;x
929;929_0;Dolliv;Dolliv;9;0.6;11.9;Grass;Normal;Early Bird;;Harvest;Green;50;50;0;20;Grass;;120;124;1059860;Ordinary;;;52;53;60;78;78;33;354;0;0;0;2;0;0;Scarlet & Violet;22;x
930;930_0;Arboliva;Arboliva;9;1.4;48.2;Grass;Normal;Seed Sower;;Harvest;Green;50;50;0;20;Grass;;45;255;1059860;Ordinary;;;78;69;90;125;109;39;510;0;0;0;3;0;0;Scarlet & Violet;23;x
931;931_0;Squawkabilly;Squawkabilly Green Plumage;9;0.6;2.4;Normal;Flying;Intimidate;Guts;Guts;Green;50;50;0;15;Flying;;190;146;600000;Ordinary;;;82;96;51;45;51;92;417;0;1;0;0;0;0;Scarlet & Violet;162;x
931;931_1;Squawkabilly;Squawkabilly Blue Plumage;9;0.6;2.4;Normal;Flying;Intimidate;Guts;Guts;Green;50;50;0;15;Flying;;190;146;600000;Ordinary;;;82;96;51;45;51;92;417;0;1;0;0;0;0;;;
931;931_2;Squawkabilly;Squawkabilly Yellow Plumage;9;0.6;2.4;Normal;Flying;Intimidate;Guts;Sheer Force;Green;50;50;0;15;Flying;;190;146;600000;Ordinary;;;82;96;51;45;51;92;417;0;1;0;0;0;0;;;
931;931_3;Squawkabilly;Squawkabilly White Plumage;9;0.6;2.4;Normal;Flying;Intimidate;Guts;Sheer Force;Green;50;50;0;15;Flying;;190;146;600000;Ordinary;;;82;96;51;45;51;92;417;0;1;0;0;0;0;;;
932;932_0;Nacli;Nacli;9;0.4;16;Rock;;Purifying Salt;Sturdy;Clear Body;Brown;50;50;0;20;Mineral;;255;56;1059860;Ordinary;;;55;55;75;35;35;25;280;0;0;1;0;0;0;SV Paldea Evolved;120;x
933;933_0;Naclstack;Naclstack;9;0.6;105;Rock;;Purifying Salt;Sturdy;Clear Body;Brown;50;50;0;20;Mineral;;120;124;1059860;Ordinary;;;60;60;100;35;65;35;355;0;0;2;0;0;0;SV Paldea Evolved;122;x
934;934_0;Garganacl;Garganacl;9;2.3;240;Rock;;Purifying Salt;Sturdy;Clear Body;Brown;50;50;0;20;Mineral;;45;250;1059860;Ordinary;;;100;100;130;45;90;35;500;0;0;3;0;0;0;SV Paldea Evolved;123;x
935;935_0;Charcadet;Charcadet;9;0.6;10.5;Fire;;Flash Fire;;Flame Body;Red;50;50;0;35;Human-Like;;90;51;1250000;Ordinary;;;40;50;40;50;40;35;255;0;0;0;1;0;0;Scarlet & Violet;40;x
936;936_0;Armarouge;Armarouge;9;1.5;85;Fire;Psychic;Flash Fire;;Weak Armor;Red;50;50;0;35;Human-Like;;25;263;1250000;Ordinary;;;85;60;100;125;80;75;525;0;0;0;2;0;0;Scarlet & Violet;41;x
937;937_0;Ceruledge;Ceruledge;9;1.6;62;Fire;Ghost;Flash Fire;;Weak Armor;Blue;50;50;0;35;Human-Like;;25;263;1250000;Ordinary;;;75;125;80;60;100;85;525;0;2;0;0;0;0;SV Paldea Evolved;98;x
938;938_0;Tadbulb;Tadbulb;9;0.3;0.4;Electric;;Own Tempo;Static;Damp;Yellow;50;50;0;20;Water1;;190;54;1000000;Ordinary;;;61;31;41;59;35;45;272;1;0;0;0;0;0;SV Paldea Evolved;78;x
939;939_0;Bellibolt;Bellibolt;9;1.2;113;Electric;;Electromorphosis;Static;Damp;Green;50;50;0;20;Water1;;50;173;1000000;Ordinary;;;109;64;91;103;83;45;495;2;0;0;0;0;0;SV Obsidian Flames;78;x
940;940_0;Wattrel;Wattrel;9;0.4;3.6;Electric;Flying;Wind Power;Volt Absorb;Competitive;Black;50;50;0;20;Water1;Flying;180;56;1059860;Ordinary;;;40;40;35;55;40;70;280;0;0;0;0;0;1;Scarlet & Violet;77;x
941;941_0;Kilowattrel;Kilowattrel;9;1.4;38.6;Electric;Flying;Wind Power;Volt Absorb;Competitive;Yellow;50;50;0;20;Water1;Flying;90;172;1059860;Ordinary;;;70;70;60;105;60;125;490;0;0;0;0;0;2;Scarlet & Violet;79;x
942;942_0;Maschiff;Maschiff;9;0.5;16;Dark;;Intimidate;Run Away;Stakeout;Brown;50;50;0;20;Ground;;150;68;1059860;Ordinary;;;60;78;60;40;51;51;340;0;1;0;0;0;0;Scarlet & Violet;135;x
943;943_0;Mabosstiff;Mabosstiff;9;1.1;61;Dark;;Intimidate;Guard Dog;Stakeout;Gray;50;50;0;20;Ground;;75;177;1059860;Ordinary;;;80;120;90;60;70;85;505;0;2;0;0;0;0;Scarlet & Violet;137;x
944;944_0;Shroodle;Shroodle;9;0.2;0.7;Poison;Normal;Unburden;Pickpocket;Prankster;Gray;50;50;0;20;Ground;;190;58;1059860;Ordinary;;;40;65;35;40;35;75;290;0;0;0;0;0;1;SV Paldea Evolved;145;x
945;945_0;Grafaiai;Grafaiai;9;0.7;27.2;Poison;Normal;Unburden;Poison Touch;Prankster;Gray;50;50;0;20;Ground;;90;170;1059860;Ordinary;;;63;95;65;80;72;110;485;0;0;0;0;0;2;SV Paldea Evolved;146;x
946;946_0;Bramblin;Bramblin;9;0.6;0.6;Grass;Ghost;Wind Rider;;Infiltrator;Brown;50;50;0;20;Grass;;190;55;1000000;Ordinary;;;40;65;30;45;35;60;275;0;1;0;0;0;0;SV Paldea Evolved;22;x
947;947_0;Brambleghast;Brambleghast;9;1.2;6;Grass;Ghost;Wind Rider;;Infiltrator;Brown;50;50;0;20;Grass;;45;168;1000000;Ordinary;;;55;115;70;80;70;90;480;0;2;0;0;0;0;SV Paldea Evolved;24;x
948;948_0;Toedscool;Toedscool;9;0.9;33;Ground;Grass;Mycelium Might;;;Yellow;50;50;0;20;Grass;;190;67;1059860;Ordinary;;;40;40;35;50;100;70;335;0;0;0;0;1;0;Scarlet & Violet;25;x
949;949_0;Toedscruel;Toedscruel;9;1.9;58;Ground;Grass;Mycelium Might;;;Black;50;50;0;20;Grass;;90;180;1059860;Ordinary;;;80;70;65;80;120;100;515;0;0;0;0;2;0;Scarlet & Violet;26;x
950;950_0;Klawf;Klawf;9;1.3;79;Rock;;Anger Shell;Shell Armor;Regenerator;Red;50;50;0;35;Water3;;120;158;1000000;Ordinary;;;70;100;115;35;55;75;450;0;0;2;0;0;0;Scarlet & Violet;122;x
951;951_0;Capsakid;Capsakid;9;0.3;3;Grass;;Chlorophyll;Insomnia;Klutz;Green;50;50;0;20;Grass;;190;61;1000000;Ordinary;;;50;62;40;62;40;50;304;0;1;0;0;0;0;Scarlet & Violet;27;x
952;952_0;Scovillain;Scovillain;9;0.9;15;Grass;Fire;Chlorophyll;Insomnia;Moody;Green;50;50;0;20;Grass;;75;170;1000000;Ordinary;;;65;108;65;108;65;75;486;0;2;0;0;0;0;Scarlet & Violet;29;x
952;952_1;Scovillain;Mega Scovillain;9;0.9;15;Grass;Fire;Chlorophyll;Insomnia;Moody;Green;50;50;0;20;Grass;;75;170;1000000;Ordinary;Mega;;65;108;65;108;65;75;486;0;2;0;0;0;0;Scarlet & Violet;29;x
953;953_0;Rellor;Rellor;9;0.2;1;Bug;;Compound Eyes;;Shed Skin;Brown;50;50;0;20;Bug;;190;54;800000;Ordinary;;;41;50;60;31;58;30;270;0;0;1;0;0;0;Scarlet & Violet;25;x
954;954_0;Rabsca;Rabsca;9;0.3;3.5;Bug;Psychic;Synchronize;;Telepathy;Green;50;50;0;20;Bug;;45;165;800000;Ordinary;;;75;50;85;115;100;45;470;0;0;0;2;0;0;SV Paldea Evolved;99;x
955;955_0;Flittle;Flittle;9;0.2;1.5;Psychic;;Anticipation;Frisk;Speed Boost;Yellow;50;50;0;20;Flying;;120;51;1059860;Ordinary;;;30;35;30;55;30;75;255;0;0;0;0;0;1;Scarlet & Violet;102;x
